Stat Nr;Stat;Generalize0;Support0;Attack0;Specialize0;Generalize1;Support1;Attack1;Specialize1;Generalize2;Support2;Attack2;Specialize2;Generalize3;Support3;Attack3;Specialize3;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;L = 36;R = 36;L = 37;R = 37;L = 38;R = 38;L = 39;R = 39;L = 40;R = 40;L = 41;R = 41;L = 42;R = 42;L = 43;R = 43;L = 44;R = 44;L = 45;R = 45;L = 46;R = 46;L = 47;R = 47;Tot Gen;Tot Retr
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-819,8333333333292;0;-4138
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;controlling;2,890873015873016;-927,4283549783202;15;-5930
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;-63,67153679653688;0;-373
not only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;13,210714285714284;-287,1226190476145;35;-1803
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;0,0;-117,76349206349221;0;-596
least;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;most;0,0;0,0;0;0
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,25;-166,30515873015767;1;-831
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatening;0,0;-772,2232683982643;0;-4865
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bin Laden;0,0;-269,60003607503495;0;-1779
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;I;5,5015873015873025;-524,0514790764843;24;-3215
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,75;-1362,8331529581608;2;-6551
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-774,3739898989871;0;-4020
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Violence;2,5805555555555557;-2534,2637085136985;14;-15881
less;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;more;0,0;0,0;0;0
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Military Actions;12,883333333333336;-461,0996031746044;35;-2160
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;5,75;-292,68373015873044;10;-1412
useless;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;waste;4,883333333333335;-113,49484126984137;17;-641
open;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,0;-138,6904761904766;0;-700
accidental;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;controlling;0,2222222222222222;-190,247871572871;2;-1319
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-75,71190476190468;0;-452
Poverty;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Wealth;0,0;-13,900000000000002;0;-34
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Politicians;2,066666666666667;-1038,5752164501926;10;-6430
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;1,9944444444444447;-1437,9174242423524;12;-9478
many;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;isolated;0,7;-180,30714285714325;2;-1107
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;6,402777777777778;-112,01839826839856;25;-704
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;continuous;0,0;-86,4194444444443;0;-425
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,6666666666666667;-710,6418831168793;4;-3866
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must;2,033333333333333;-690,8993145743132;6;-2915
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Culprits;0,0;-664,6007936507878;0;-3641
Problem;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Solution;0,0;0,0;0;0
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,5;-415,6677849927876;1;-2642
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;AmericanMedia;2,6547619047619047;-517,8663059163129;15;-3394
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;0,0;0,0;0;0
too much;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not enough;0,0;-1,0;0;-1
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-145,56305916305942;0;-817
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Oligarchy;0,0;-183,99025974025886;0;-1064
normal;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-11,566666666666663;0;-33
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;0,65;-112,74722222222243;3;-572
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Bush;0,25;-596,0246392496372;1;-3798
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;1,2916666666666667;-187,5043290043279;3;-1160
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;2,6273809523809524;-880,4679292929459;12;-5711
Innocents;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Culprits;0,0;0,0;0;0
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,47619047619047616;-546,0131673881751;3;-3459
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;BlackPeople;0,0;-416,3402597402646;0;-2530
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;0,0;-54,326587301587395;0;-216
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;4,650000000000001;-2196,5156204905948;25;-14565
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,7857142857142856;-228,70205627705667;5;-1566
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-36,974999999999994;0;-163
BlackPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-64,682142857143;0;-311
I;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;5,309920634920636;-1779,3750000000105;24;-11333
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can not;0,41666666666666663;-780,4765151515054;2;-4067
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not worst;0,0;-661,1603174603164;0;-4445
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;European;0,0;-441,88787878788196;0;-2542
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,14285714285714285;-161,68744588744556;1;-929
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Muslims;2,7464285714285714;-2038,7619408368166;20;-14339
AmericanSociety;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Society;0,0;-6,949999999999998;0;-17
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;never;9,133333333333331;-1608,1328643578834;30;-9079
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;War;2,277777777777778;-1040,0655483405214;13;-6893
same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not same;0,0;-62,865873015873184;0;-328
Distruction;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;0,125;-52,97579365079386;1;-282
most;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;least;0,0;0,0;0;0
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;useless;4,902380952380954;-911,1850649350616;17;-5446
CurrentWorld;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;World;2,0;-102,78333333333367;4;-498
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;secure;0,4583333333333333;-671,8012987013027;3;-4246
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,0166666666666666;-613,3731962482034;10;-3814
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;2,5214285714285714;-1067,5450937950484;16;-7402
ForeignMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;AmericanMedia;0,0;-32,98373015873019;0;-177
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Distruction;0,125;-240,75198412698234;1;-1488
World;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;CurrentWorld;2,0;-109,95238095238126;4;-474
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Terrorists;3,3162698412698415;-851,1274531024054;16;-5716
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;4,911111111111112;-48,584595959596015;22;-277
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Americans;0,0;-112,59404761904774;0;-474
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Victims;3,316269841269841;-1098,8866522366059;16;-7416
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;many;0,7;-135,37474747474792;2;-862
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,2111111111111111;-203,3072510822494;2;-1387
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;5,116666666666666;-278,9507936507929;14;-1269
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,1111111111111111;-483,036399711402;1;-2576
limited;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;isolated;0,3666666666666667;-111,43823953823956;2;-702
not same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;same;0,0;0,0;0;0
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;limited;0,3666666666666667;-171,57784992785065;2;-1100
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;0,0;0;0
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;1,4583333333333333;-268,07983405483014;4;-1392
Friends;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Enemies;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-82,8579365079368;0;-373
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;3,1130952380952377;-1660,2901154399701;22;-12107
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,6;-75,66309523809551;2;-373
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;5,1;-234,03264790764558;14;-1429
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,3611111111111111;-143,9909090909094;2;-788
effective;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;waste;10,002380952380951;-1885,582792207792;33;-10495
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;caring;1,5666666666666667;-592,0818903318952;8;-3629
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-92,57182539682567;0;-579
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Fundamentalists;2,7464285714285714;-1757,2405122653895;20;-12850
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not only;13,324999999999996;-758,3396464646355;35;-4764
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,16666666666666666;-10,644047619047623;1;-70
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;18,18333333333333;-538,0996392496401;54;-3386
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,75;-142,2442640692644;2;-817
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;NormalPeople;0,0;-117,6285714285713;0;-480
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Innocents;0,0;-287,0345238095224;0;-1722
threatening;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;0,0;0;0
Terrorism;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Hate;0,0;-90,54523809523842;0;-486
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;once;0,625;-101,11035353535372;2;-581
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;-1609,2146103895739;0;-10089
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;23,01071428571428;-615,2903318903326;59;-3744
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,0;-127,71392496392531;0;-693
Wealth;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Poverty;0,0;-52,77380952380954;0;-240
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;0,0;0;0
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;2,4166666666666665;-21,919047619047614;5;-87
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;5,628571428571428;-1704,688852813751;27;-11300
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-1172,3043290043042;0;-7304
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;RichPeople;1,0;-45,5503968253969;1;-200
caring;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,516666666666667;-546,1247835497961;8;-3407
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-49,90119047619056;0;-227
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Leadership;0,0;-506,85018037518813;0;-2933
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;effective;10,366666666666664;-125,67460317460338;33;-669
obsessive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,6607142857142856;-395,6145382395287;8;-2638
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not best;4,911111111111112;-668,9314574314517;22;-3484
continuous;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-11,816666666666663;0;-33
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Groundforces;7,15;-332,3892857142833;20;-1731
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-17,51309523809524;0;-71
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,0;0,0;0;0
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorism;0,0;-172,42380952380844;0;-977
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;3,545238095238095;-94,84170274170287;13;-532
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,4444444444444444;-928,575865800847;2;-5976
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;2,8825396825396825;-1518,2029220778581;21;-11424
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;24,05833333333333;-1754,244119769114;59;-10327
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;1,6607142857142858;-602,3462121212183;8;-3650
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;1,238888888888889;-610,5091991342215;8;-3964
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,14285714285714285;-139,67568542568569;1;-863
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;4,65;-1296,0977633477091;25;-8522
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-10,8595238095238;0;-38
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;3,7;-261,5647186147162;8;-1472
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,25;-212,22182539682396;1;-1195
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;2,654761904761904;-827,8664862914582;15;-5559
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;2,6547619047619047;-930,0073593073449;15;-5639
